Model,Mean_AUC_ratio,pval_pROC,Omission_rate_at_5%,AICc,delta_AICc,W_AICc,num_parameters
M_0.9_F_lqp_Set_2,1.743228157,0,0.142857143,2735.42137,55.43787997,1.77E-15,36
M_0.9_F_lqp_Set_3,1.705875724,0,0.045454545,2819.660187,139.6766977,9.05E-34,35
M_0.9_F_lqt_Set_1,1.786041187,0,0.19047619,3021.43047,341.4469805,1.39E-77,85
M_0.9_F_lqt_Set_2,1.765219287,0,0.142857143,2756.146248,76.16275806,5.62E-20,56
M_0.9_F_lqt_Set_3,1.763324908,0,0.181818182,2913.605879,233.6223895,3.62E-54,62
M_0.9_F_lqh_Set_1,1.772824577,0,0.047619048,2892.240914,212.2574246,1.58E-49,68
M_0.9_F_lqh_Set_2,1.741030147,0,0.047619048,2730.80436,50.82086979,1.80E-14,37
M_0.9_F_lqh_Set_3,1.783521213,0,0.090909091,2879.625844,199.6423541,8.71E-47,49
M_0.9_F_lpt_Set_1,1.79027455,0,0.19047619,3207.557375,527.5738854,5.39E-118,94
M_0.9_F_lpt_Set_2,1.775071912,0,0.142857143,2806.741388,126.7578986,5.87E-31,64
M_0.9_F_lpt_Set_3,1.744046181,0,0.136363636,2920.438637,240.4551471,1.20E-55,64
M_0.9_F_lph_Set_1,1.76732365,0,0.047619048,3236.672038,556.6885479,2.58E-124,92
M_0.9_F_lph_Set_2,1.761472137,0,0.095238095,2907.668264,227.6847744,7.16E-53,68
M_0.9_F_lph_Set_3,1.751981462,0,0.090909091,2920.867164,240.8836737,9.77E-56,58
M_0.9_F_lth_Set_1,1.812142838,0,0.142857143,3133.155597,453.1721068,7.82E-102,91
M_0.9_F_lth_Set_2,1.766416023,0,0.142857143,2787.456071,107.472581,9.15E-27,61
M_0.9_F_lth_Set_3,1.753005258,0,0.181818182,2994.236185,314.2526954,1.15E-71,72
M_0.9_F_qpt_Set_1,1.787953211,0,0.19047619,3212.208432,532.2249421,5.36E-119,94
M_0.9_F_qpt_Set_2,1.774668508,0,0.047619048,2793.001732,113.0182424,5.75E-28,62
M_0.9_F_qpt_Set_3,1.765394977,0,0.181818182,2891.573401,211.5899109,2.27E-49,60
M_0.9_F_qph_Set_1,1.767571269,0,0.047619048,2950.659977,270.6764877,3.36E-62,75
M_0.9_F_qph_Set_2,1.749453475,0,0.142857143,2758.805242,78.82175268,1.54E-20,45
M_0.9_F_qph_Set_3,1.743084706,0,0.090909091,2921.239824,241.2563342,8.26E-56,59
M_0.9_F_qth_Set_1,1.793331791,0,0.19047619,3049.232298,369.248808,1.33E-83,87
M_0.9_F_qth_Set_2,1.757384018,0,0.142857143,2746.171554,66.18806419,8.59E-18,54
M_0.9_F_qth_Set_3,1.744362029,0,0.181818182,3014.530165,334.5466749,4.59E-76,74
M_0.9_F_pth_Set_1,1.807802674,0,0.142857143,3403.070943,723.087453,1.96E-160,100
M_0.9_F_pth_Set_2,1.776179925,0,0.142857143,2813.163959,133.180469,2.45E-32,65
M_0.9_F_pth_Set_3,1.747310561,0,0.181818182,2952.607726,272.6242358,1.29E-62,68
M_0.9_F_lqpt_Set_1,1.785303829,0,0.19047619,3209.532768,529.549278,2.09E-118,94
M_0.9_F_lqpt_Set_2,1.773693125,0,0.047619048,2763.188878,83.20538777,1.75E-21,58
M_0.9_F_lqpt_Set_3,1.76408123,0,0.090909091,2862.885431,182.9019415,3.95E-43,56
M_0.9_F_lqph_Set_1,1.764774534,0,0.047619048,3110.729942,430.7464527,6.00E-97,86
M_0.9_F_lqph_Set_2,1.74820415,0,0.142857143,2810.537928,130.5544383,9.23E-32,55
M_0.9_F_lqph_Set_3,1.745926929,0,0.090909091,2918.365602,238.3821125,3.56E-55,59
M_0.9_F_lqth_Set_1,1.802275982,0,0.142857143,3068.383166,388.3996765,9.48E-88,88
M_0.9_F_lqth_Set_2,1.759808824,0,0.142857143,2742.996591,63.01310151,4.31E-17,54
M_0.9_F_lqth_Set_3,1.747495606,0,0.181818182,2965.351399,285.3679096,2.25E-65,69
M_0.9_F_lpth_Set_1,1.802540516,0,0.142857143,3403.503293,723.5198032,1.62E-160,100
M_0.9_F_lpth_Set_2,1.776333094,0,0.142857143,2829.915887,149.9323968,5.79E-36,67
M_0.9_F_lpth_Set_3,1.749871113,0,0.181818182,3035.021445,355.0379548,1.68E-80,76
M_0.9_F_qpth_Set_1,1.80179201,0,0.19047619,3326.139753,646.1562632,1.03E-143,98
M_0.9_F_qpth_Set_2,1.765026832,0,0.142857143,2783.771708,103.7882181,6.10E-26,61
M_0.9_F_qpth_Set_3,1.752899468,0,0.181818182,2904.273716,224.290226,4.17E-52,62
M_0.9_F_lqpth_Set_1,1.800041499,0,0.238095238,3587.25322,907.2697301,2.06E-200,104
M_0.9_F_lqpth_Set_2,1.766864516,0,0.095238095,2784.461614,104.4781243,4.35E-26,61
M_0.9_F_lqpth_Set_3,1.758906722,0,0.181818182,2917.801398,237.8179078,4.84E-55,64
M_1_F_l_Set_1,1.697928446,0,0.095238095,2726.1807,46.19721062,1.98E-13,20
M_1_F_l_Set_2,1.677589755,0,0.095238095,2746.461988,66.47849866,7.81E-18,12
M_1_F_l_Set_3,1.713490239,0,0.045454545,2792.235739,112.252249,9.00E-28,10
M_1_F_q_Set_1,1.786264011,0,0.095238095,2695.325023,15.3415334,9.97E-07,19
M_1_F_q_Set_2,1.738710755,0,0.095238095,2682.430387,2.446896766,0.000630301,12
M_1_F_q_Set_3,1.69087897,0,0.090909091,2794.718698,114.735208,2.61E-28,10
M_1_F_p_Set_1,1.786899758,0,0.047619048,2863.656989,183.6734993,2.81E-43,59
M_1_F_p_Set_2,1.729031046,0,0.095238095,2716.626021,36.64253119,2.38E-11,26
M_1_F_p_Set_3,1.711986831,0,0.045454545,2808.817478,128.8339881,2.28E-31,28
M_1_F_t_Set_1,1.797575387,0,0.19047619,2850.65308,170.6695901,1.88E-40,70
M_1_F_t_Set_2,1.767645391,0,0.095238095,2756.974434,76.99094399,4.15E-20,53
M_1_F_t_Set_3,1.720940339,0,0.136363636,2849.275516,169.2920265,3.77E-40,50
M_1_F_h_Set_1,1.774159522,0,0.047619048,2846.224162,166.2406724,1.74E-39,61
M_1_F_h_Set_2,1.719547461,0,0.047619048,2776.031989,96.04849931,3.04E-24,46
M_1_F_h_Set_3,1.710462688,0,0.090909091,2918.114821,238.1313311,4.27E-55,55
M_1_F_lq_Set_1,1.803795149,0,0.095238095,2695.32983,15.34634014,1.02E-06,23
M_1_F_lq_Set_2,1.740181378,0,0.095238095,2684.717216,4.733726332,0.000206153,15
M_1_F_lq_Set_3,1.725144068,0,0.090909091,2785.668398,105.6849086,2.48E-26,14
M_1_F_lp_Set_1,1.784515018,0,0.047619048,2887.9385,207.9550099,1.54E-48,64
M_1_F_lp_Set_2,1.716903836,0,0.095238095,2722.50741,42.52391997,1.29E-12,28
M_1_F_lp_Set_3,1.713238621,0,0.045454545,2809.371643,129.3881536,1.78E-31,30
M_1_F_lt_Set_1,1.790397884,0,0.095238095,2878.46387,198.4803802,1.77E-46,73
M_1_F_lt_Set_2,1.77009036,0,0.142857143,2716.891582,36.90809193,2.15E-11,47
M_1_F_lt_Set_3,1.751044414,0,0.136363636,2852.333772,172.3502826,8.38E-41,50
M_1_F_lh_Set_1,1.7636845,0,0.047619048,2859.31718,179.3336899,2.56E-42,63
M_1_F_lh_Set_2,1.757967762,0,0.047619048,2770.841963,90.85847364,4.18E-23,45
M_1_F_lh_Set_3,1.738466824,0,0.090909091,2859.469949,179.4864589,2.38E-42,44
M_1_F_qp_Set_1,1.732556966,0,0.095238095,2804.400151,124.4166611,2.17E-30,55
M_1_F_qp_Set_2,1.751918842,0,0.142857143,2707.918544,27.93505435,1.94E-09,28
M_1_F_qp_Set_3,1.705779032,0,0.045454545,2800.202471,120.2189811,1.78E-29,29
M_1_F_qt_Set_1,1.767960004,0,0.19047619,2810.775285,130.791795,9.01E-32,66
M_1_F_qt_Set_2,1.758245176,0,0.142857143,2721.636744,41.65325389,2.05E-12,47
M_1_F_qt_Set_3,1.745862487,0,0.136363636,2894.115957,214.1324676,7.23E-50,57
M_1_F_qh_Set_1,1.758894336,0,0.047619048,2770.718907,90.73541681,4.53E-23,50
M_1_F_qh_Set_2,1.73793957,0,0.095238095,2696.323652,16.34016267,6.48E-07,26
M_1_F_qh_Set_3,1.784903671,0,0.090909091,2872.285743,192.3022535,4.01E-45,47
M_1_F_pt_Set_1,1.798816501,0,0.142857143,3034.615021,354.631531,2.26E-80,85
M_1_F_pt_Set_2,1.773449878,0,0.142857143,2742.603845,62.62035517,5.82E-17,53
M_1_F_pt_Set_3,1.751046393,0,0.136363636,2870.364224,190.3807343,1.05E-44,54
M_1_F_ph_Set_1,1.755601668,0,0.095238095,3007.058736,327.075246,2.19E-74,79
M_1_F_ph_Set_2,1.758898895,0,0.095238095,2827.757527,147.7740368,1.89E-35,57
M_1_F_ph_Set_3,1.7195399,0,0.090909091,2892.426589,212.4430993,1.72E-49,53
M_1_F_th_Set_1,1.77456229,0,0.047619048,3112.520797,432.5373072,2.78E-97,89
M_1_F_th_Set_2,1.773773366,0,0.095238095,2797.320021,117.3365317,7.75E-29,60
M_1_F_th_Set_3,1.76623214,0,0.090909091,2975.720752,295.7372626,1.42E-67,69
M_1_F_lqp_Set_1,1.736383102,0,0.095238095,2826.638895,146.6554049,3.35E-35,56
M_1_F_lqp_Set_2,1.749745116,0,0.142857143,2715.263742,35.28025179,5.14E-11,30
M_1_F_lqp_Set_3,1.708233323,0,0.045454545,2810.203381,130.2198914,1.25E-31,32
M_1_F_lqt_Set_1,1.779823393,0,0.142857143,2871.568801,191.585311,5.91E-45,72
M_1_F_lqt_Set_2,1.767680728,0,0.142857143,2723.647592,43.66410183,7.82E-13,48
M_1_F_lqt_Set_3,1.76849842,0,0.136363636,2846.401534,166.4180442,1.73E-39,49
M_1_F_lqh_Set_1,1.768090648,0,0.047619048,2827.113463,147.1299732,2.68E-35,59
M_1_F_lqh_Set_2,1.741732571,0,0.047619048,2723.473622,43.49013183,8.59E-13,34
M_1_F_lqh_Set_3,1.786097876,0,0.090909091,2854.235291,174.2518013,3.47E-41,43
M_1_F_lpt_Set_1,1.798025865,0,0.142857143,3092.326108,412.3426182,6.93E-93,88
M_1_F_lpt_Set_2,1.772759898,0,0.142857143,2742.776516,62.79302602,5.57E-17,53
M_1_F_lpt_Set_3,1.753887481,0,0.136363636,2929.239845,249.256355,1.81E-57,63
M_1_F_lph_Set_1,1.760010514,0,0.047619048,2979.281529,299.2980391,2.46E-68,77
M_1_F_lph_Set_2,1.760434325,0,0.095238095,2847.821772,167.8382825,8.68E-40,60
M_1_F_lph_Set_3,1.715669334,0,0.090909091,2931.501332,251.517842,5.87E-58,59
M_1_F_lth_Set_1,1.819908323,0,0.047619048,2955.291164,275.3076739,4.02E-63,80
M_1_F_lth_Set_2,1.769820613,0,0.142857143,2746.927716,66.94422655,7.09E-18,53
M_1_F_lth_Set_3,1.756310847,0,0.136363636,2919.581254,239.5977645,2.29E-55,62
M_1_F_qpt_Set_1,1.782689688,0,0.142857143,3005.737701,325.7542111,4.50E-74,83
M_1_F_qpt_Set_2,1.774466157,0,0.047619048,2750.13425,70.15076042,1.44E-18,54
M_1_F_qpt_Set_3,1.72862153,0,0.090909091,2840.344936,160.3614464,3.71E-38,50
M_1_F_qph_Set_1,1.763374747,0,0.047619048,2956.021386,276.0378963,2.83E-63,75
M_1_F_qph_Set_2,1.745792939,0,0.142857143,2760.295922,80.31243192,9.00E-21,45
M_1_F_qph_Set_3,1.715937779,0,0.090909091,2871.08599,191.1025003,7.90E-45,50
M_1_F_qth_Set_1,1.79088028,0,0.19047619,2917.121966,237.1384759,7.98E-55,77
M_1_F_qth_Set_2,1.756594763,0,0.095238095,2735.400794,55.41730424,2.31E-15,50
M_1_F_qth_Set_3,1.75344459,0,0.181818182,2975.479197,295.4957074,1.71E-67,69
M_1_F_pth_Set_1,1.812709387,0,0.095238095,3064.96538,384.9818904,6.33E-87,87
M_1_F_pth_Set_2,1.776098482,0,0.142857143,2741.848499,61.86500953,9.26E-17,53
M_1_F_pth_Set_3,1.757998886,0,0.136363636,2931.823668,251.8401784,5.19E-58,64
M_1_F_lqpt_Set_1,1.760274103,0,0.095238095,2958.423559,278.4400687,8.71E-64,80
M_1_F_lqpt_Set_2,1.776099237,0,0.047619048,2764.061386,84.07789584,1.40E-21,56
M_1_F_lqpt_Set_3,1.755040848,0,0.136363636,2840.122528,160.1390387,4.27E-38,50
M_1_F_lqph_Set_1,1.764337666,0,0.047619048,3005.476634,325.4931438,5.32E-74,79
M_1_F_lqph_Set_2,1.749816841,0,0.095238095,2776.021975,96.0384852,3.57E-24,48
M_1_F_lqph_Set_3,1.726066133,0,0.090909091,2892.861299,212.8778089,1.52E-49,54
M_1_F_lqth_Set_1,1.804420268,0,0.047619048,2930.706012,250.7225226,9.23E-58,78
M_1_F_lqth_Set_2,1.758759733,0,0.142857143,2743.447637,63.46414671,4.26E-17,52
M_1_F_lqth_Set_3,1.751160803,0,0.181818182,2911.264345,231.2808552,1.55E-53,61
M_1_F_lpth_Set_1,1.809016618,0,0.19047619,3205.524523,525.5410335,1.96E-117,93
M_1_F_lpth_Set_2,1.77765636,0,0.095238095,2741.525227,61.54173713,1.12E-16,53
M_1_F_lpth_Set_3,1.756943086,0,0.136363636,2955.417534,275.4340438,4.03E-63,67
M_1_F_qpth_Set_1,1.797732799,0,0.047619048,3253.194393,573.2109029,8.80E-128,95
M_1_F_qpth_Set_2,1.768247852,0,0.095238095,2776.623432,96.63994194,2.70E-24,58
M_1_F_qpth_Set_3,1.762387817,0,0.181818182,2892.776471,212.792981,1.62E-49,59
M_1_F_lqpth_Set_1,1.806247912,0,0.047619048,3283.760918,603.7774281,2.04E-134,96
M_1_F_lqpth_Set_2,1.767836785,0,0.047619048,2762.090764,82.10727395,3.90E-21,56
M_1_F_lqpth_Set_3,1.758363684,0,0.136363636,2952.215611,272.2321208,2.03E-62,67
M_2_F_l_Set_1,1.713008056,0,0.047619048,2725.601921,45.61843072,3.29E-13,18
M_2_F_l_Set_2,1.633472849,0,0.095238095,2748.749111,68.76562082,3.10E-18,12
M_2_F_l_Set_3,1.720364067,0,0.045454545,2791.321748,111.3382584,1.77E-27,9
M_2_F_q_Set_1,1.735967883,0,0.095238095,2690.726242,10.74275222,1.24E-05,16
M_2_F_q_Set_2,1.738167887,0,0.095238095,2683.700857,3.717367655,0.000416742,11
M_2_F_q_Set_3,1.692015468,0,0.090909091,2799.943547,119.9600575,2.39E-29,11
M_2_F_p_Set_1,1.72298279,0,0.047619048,2758.708,78.72451008,2.16E-20,41
M_2_F_p_Set_2,1.731098871,0,0.047619048,2716.791789,36.80829888,2.74E-11,22
M_2_F_p_Set_3,1.718368489,0,0,2801.308004,121.3245144,1.22E-29,22
M_2_F_t_Set_1,1.726309149,0,0.095238095,2690.663756,10.68026604,1.30E-05,27
M_2_F_t_Set_2,1.718081301,0,0.047619048,2692.815592,12.83210224,4.44E-06,23
M_2_F_t_Set_3,1.642348624,0,0.136363636,2797.34328,117.3597898,8.93E-29,25
M_2_F_h_Set_1,1.748619695,0,0.047619048,2708.136757,28.15326762,2.10E-09,27
M_2_F_h_Set_2,1.711129913,0,0.047619048,2767.995066,88.01157608,2.12E-22,39
M_2_F_h_Set_3,1.684499712,0,0.090909091,2828.219139,148.2356494,1.78E-35,30
M_2_F_lq_Set_1,1.727095283,0,0.047619048,2683.6528,3.669310138,0.000439611,17
M_2_F_lq_Set_2,1.721015648,0,0.047619048,2686.233681,6.250191139,0.000121278,13
M_2_F_lq_Set_3,1.719136839,0,0.045454545,2793.602269,113.6187789,5.89E-28,14
M_2_F_lp_Set_1,1.726435046,0,0.047619048,2758.540133,78.55664331,2.43E-20,41
M_2_F_lp_Set_2,1.729060248,0,0.047619048,2718.597151,38.61366115,1.15E-11,23
M_2_F_lp_Set_3,1.710841736,0,0,2793.736954,113.7534641,5.55E-28,20
M_2_F_lt_Set_1,1.795463525,0,0.047619048,2706.798636,26.81514582,4.21E-09,32
M_2_F_lt_Set_2,1.729636044,0,0.095238095,2682.015682,2.0321917,0.001015129,23
M_2_F_lt_Set_3,1.731868944,0,0.090909091,2793.235832,113.2523417,7.19E-28,21
M_2_F_lh_Set_1,1.72901907,0,0.047619048,2731.128103,51.14461327,2.21E-14,33
M_2_F_lh_Set_2,1.702159549,0,0.047619048,2703.881313,23.89782312,1.83E-08,21
M_2_F_lh_Set_3,1.728448865,0,0.090909091,2797.194758,117.2112684,1.00E-28,20
M_2_F_qp_Set_1,1.745140775,0,0.047619048,2714.272378,34.28888824,1.02E-10,34
M_2_F_qp_Set_2,1.72649072,0,0.047619048,2689.898163,9.91467306,2.01E-05,18
M_2_F_qp_Set_3,1.720657406,0,0,2794.700863,114.7173727,3.51E-28,23
M_2_F_qt_Set_1,1.755212698,0,0.095238095,2700.93216,20.94867067,8.10E-08,30
M_2_F_qt_Set_2,1.725916192,0,0.095238095,2690.262514,10.27902431,1.69E-05,23
M_2_F_qt_Set_3,1.715585889,0,0.136363636,2793.479444,113.4959546,6.53E-28,20
M_2_F_qh_Set_1,1.725631461,0,0.095238095,2692.176993,12.19350292,6.51E-06,23
M_2_F_qh_Set_2,1.709271355,0,0.142857143,2688.927179,8.943689223,3.32E-05,17
M_2_F_qh_Set_3,1.786702086,0,0.090909091,2830.346086,150.3625964,6.50E-36,31
M_2_F_pt_Set_1,1.745286541,0,0.047619048,2753.786678,73.80318788,2.75E-19,46
M_2_F_pt_Set_2,1.73998955,0,0.142857143,2700.15018,20.16669007,1.22E-07,29
M_2_F_pt_Set_3,1.708574684,0,0.045454545,2823.174716,143.1912265,2.37E-34,33
M_2_F_ph_Set_1,1.734282306,0,0.047619048,2779.235116,99.25162661,8.26E-25,47
M_2_F_ph_Set_2,1.711653688,0,0.047619048,2739.180592,59.19710206,4.13E-16,33
M_2_F_ph_Set_3,1.715447765,0,0.045454545,2816.894191,136.9107016,5.52E-33,30
M_2_F_th_Set_1,1.760152046,0,0.047619048,2718.425505,38.44201541,1.33E-11,36
M_2_F_th_Set_2,1.744383305,0,0.095238095,2698.645284,18.66179394,2.64E-07,27
M_2_F_th_Set_3,1.692293293,0,0.045454545,2873.55714,193.57365,2.76E-45,45
M_2_F_lqp_Set_1,1.739939729,0,0.047619048,2725.60876,45.62526995,3.71E-13,37
M_2_F_lqp_Set_2,1.730694529,0,0.047619048,2690.193829,10.21033922,1.82E-05,18
M_2_F_lqp_Set_3,1.714202663,0,0,2798.074718,118.0912278,6.86E-29,24
M_2_F_lqt_Set_1,1.736937911,0,0.047619048,2696.86712,16.88362994,6.52E-07,29
M_2_F_lqt_Set_2,1.734586913,0,0.047619048,2693.145259,13.16176919,4.21E-06,24
M_2_F_lqt_Set_3,1.735813341,0,0.090909091,2791.51559,111.5321,1.84E-27,22
M_2_F_lqh_Set_1,1.735843695,0,0.047619048,2698.236096,18.25260637,3.32E-07,24
M_2_F_lqh_Set_2,1.722602055,0,0.047619048,2685.379375,5.395885384,0.000206126,16
M_2_F_lqh_Set_3,1.72738235,0,0.090909091,2796.235897,116.2524073,1.75E-28,20
M_2_F_lpt_Set_1,1.743203739,0,0.047619048,2747.061665,67.07817473,8.37E-18,45
M_2_F_lpt_Set_2,1.738850149,0,0.142857143,2705.847026,25.86353641,7.48E-09,31
M_2_F_lpt_Set_3,1.715942137,0,0.045454545,2819.366188,139.3826984,1.68E-33,32
M_2_F_lph_Set_1,1.734010229,0,0.047619048,2783.810133,103.8266435,8.85E-26,48
M_2_F_lph_Set_2,1.706550722,0,0.047619048,2734.486247,54.50275722,4.56E-15,32
M_2_F_lph_Set_3,1.701805213,0,0.045454545,2817.263736,137.2802465,4.84E-33,30
M_2_F_lth_Set_1,1.749652392,0,0.047619048,2727.223966,47.240476,1.73E-13,38
M_2_F_lth_Set_2,1.727780902,0,0.047619048,2700.223733,20.2402429,1.27E-07,28
M_2_F_lth_Set_3,1.691405445,0,0.090909091,2792.226512,112.2430224,1.34E-27,22
M_2_F_qpt_Set_1,1.749908976,0,0.047619048,2730.651861,50.66837119,3.15E-14,41
M_2_F_qpt_Set_2,1.742254956,0,0.047619048,2693.370121,13.38663128,3.94E-06,25
M_2_F_qpt_Set_3,1.715625471,0,0.045454545,2812.793911,132.810421,4.61E-32,33
M_2_F_qph_Set_1,1.741385824,0,0.047619048,2737.199039,57.21554926,1.20E-15,40
M_2_F_qph_Set_2,1.735356223,0,0.095238095,2696.913135,16.92964525,6.76E-07,22
M_2_F_qph_Set_3,1.708988478,0,0.045454545,2809.385104,129.4016141,2.56E-31,29
M_2_F_qth_Set_1,1.742015517,0,0.047619048,2704.885887,24.90239757,1.26E-08,33
M_2_F_qth_Set_2,1.721545434,0,0.047619048,2693.47629,13.49279981,3.81E-06,25
M_2_F_qth_Set_3,1.670882268,0,0.090909091,2832.101357,152.1178674,3.02E-36,34
M_2_F_pth_Set_1,1.749827586,0,0.047619048,2768.523653,88.54016344,1.94E-22,49
M_2_F_pth_Set_2,1.741774829,0,0.047619048,2699.251654,19.26816401,2.14E-07,29
M_2_F_pth_Set_3,1.713146473,0,0.090909091,2822.554123,142.5706334,3.61E-34,34
M_2_F_lqpt_Set_1,1.747524061,0,0.047619048,2744.005641,64.02215091,4.12E-17,44
M_2_F_lqpt_Set_2,1.741661203,0,0.047619048,2709.52237,29.53887983,1.27E-09,30
M_2_F_lqpt_Set_3,1.715221519,0,0.045454545,2799.491054,119.5075639,3.71E-29,29
M_2_F_lqph_Set_1,1.741514077,0,0.047619048,2733.334657,53.35116678,8.65E-15,39
M_2_F_lqph_Set_2,1.731980819,0,0.095238095,2694.539638,14.55614869,2.30E-06,21
M_2_F_lqph_Set_3,1.706071313,0,0.090909091,2809.013461,129.0299713,3.21E-31,29
M_2_F_lqth_Set_1,1.748194206,0,0.047619048,2710.92929,30.94580026,6.40E-10,33
M_2_F_lqth_Set_2,1.734273986,0,0.047619048,2707.673777,27.69028671,3.27E-09,29
M_2_F_lqth_Set_3,1.695210304,0,0.090909091,2797.925063,117.9415735,8.29E-29,24
M_2_F_lpth_Set_1,1.749251674,0,0.047619048,2748.234059,68.25056871,5.13E-18,45
M_2_F_lpth_Set_2,1.742283423,0,0.047619048,2720.268833,40.28534329,6.08E-12,35
M_2_F_lpth_Set_3,1.717621962,0,0.090909091,2824.430648,144.4471578,1.47E-34,35
M_2_F_qpth_Set_1,1.75866101,0,0,2726.359755,46.37626542,2.91E-13,40
M_2_F_qpth_Set_2,1.743456361,0,0.047619048,2708.422379,28.43888872,2.30E-09,30
M_2_F_qpth_Set_3,1.721248122,0,0.090909091,2811.220614,131.2371247,1.10E-31,33
M_2_F_lqpth_Set_1,1.756675532,0,0,2739.818201,59.83471147,3.52E-16,43
M_2_F_lqpth_Set_2,1.744437488,0,0.047619048,2715.321907,35.3384174,7.37E-11,32
M_2_F_lqpth_Set_3,1.712717424,0,0.090909091,2813.88684,133.9033503,2.92E-32,34
M_3_F_l_Set_1,1.728491845,0,0.047619048,2728.462022,48.478532,1.04E-13,17
M_3_F_l_Set_2,1.64465984,0,0.142857143,2749.398755,69.4152655,2.97E-18,11
M_3_F_l_Set_3,1.727833308,0,0.045454545,2794.651554,114.668064,4.44E-28,10
M_3_F_q_Set_1,1.697587014,0,0.095238095,2688.875009,8.891519599,4.15E-05,14
M_3_F_q_Set_2,1.734224111,0,0.095238095,2688.118005,8.134515562,6.08E-05,11
M_3_F_q_Set_3,1.654759532,0,0.090909091,2800.642499,120.659009,2.24E-29,10
M_3_F_p_Set_1,1.71226799,0,0.047619048,2726.731189,46.74769876,2.52E-13,29
M_3_F_p_Set_2,1.721215174,0,0.095238095,2710.957664,30.97417441,6.74E-10,16
M_3_F_p_Set_3,1.705433526,0,0.045454545,2803.276761,123.2932716,6.08E-30,20
M_3_F_t_Set_1,1.723273422,0,0.047619048,2687.419181,7.435691198,8.77E-05,19
M_3_F_t_Set_2,1.713645719,0,0.047619048,2688.478389,8.494898704,5.19E-05,14
M_3_F_t_Set_3,1.61932849,0,0.136363636,2809.272248,129.2887586,3.06E-31,19
M_3_F_h_Set_1,1.718340941,0,0.047619048,2705.869157,25.88566715,8.74E-09,21
M_3_F_h_Set_2,1.687093114,0,0.095238095,2726.535538,46.55204854,2.85E-13,22
M_3_F_h_Set_3,1.661591993,0,0.045454545,2833.735449,153.751959,1.51E-36,28
M_3_F_lq_Set_1,1.732626849,0,0.047619048,2687.91463,7.9311402,7.00E-05,17
M_3_F_lq_Set_2,1.714219804,0,0.095238095,2686.973223,6.989733633,0.000112488,12
M_3_F_lq_Set_3,1.723139076,0,0.045454545,2792.039149,112.0556589,1.73E-27,12
M_3_F_lp_Set_1,1.717014513,0,0.047619048,2724.042731,44.05924156,1.01E-12,28
M_3_F_lp_Set_2,1.665158204,0,0.047619048,2713.529903,33.54641282,1.95E-10,18
M_3_F_lp_Set_3,1.705636383,0,0.045454545,2799.659496,119.6760066,3.87E-29,19
M_3_F_lt_Set_1,1.713468951,0,0.047619048,2695.180138,15.19664801,1.89E-06,22
M_3_F_lt_Set_2,1.713796077,0,0.047619048,2685.106919,5.123429531,0.000292419,16
M_3_F_lt_Set_3,1.728715235,0,0.045454545,2789.316745,109.3332556,6.90E-27,14
M_3_F_lh_Set_1,1.708246159,0,0.047619048,2705.873637,25.89014738,9.12E-09,21
M_3_F_lh_Set_2,1.690526221,0,0.047619048,2716.781909,36.79841929,3.92E-11,22
M_3_F_lh_Set_3,1.718620659,0,0.090909091,2796.162777,116.1792874,2.28E-28,17
M_3_F_qp_Set_1,1.736879386,0,0.047619048,2701.037479,21.05398958,1.04E-07,26
M_3_F_qp_Set_2,1.721428696,0,0.095238095,2685.274236,5.29074574,0.000275132,14
M_3_F_qp_Set_3,1.712835895,0,0.045454545,2786.031035,106.047545,3.65E-26,17
M_3_F_qt_Set_1,1.707185329,0,0.047619048,2681.054764,1.071273757,0.002281266,17
M_3_F_qt_Set_2,1.715100581,0,0.095238095,2684.954433,4.970943418,0.000325783,16
M_3_F_qt_Set_3,1.662086068,0,0.090909091,2792.208722,112.225232,1.68E-27,15
M_3_F_qh_Set_1,1.717189916,0,0.047619048,2685.186746,5.203256582,0.000292258,18
M_3_F_qh_Set_2,1.71252278,0,0.095238095,2694.566625,14.58313532,2.70E-06,16
M_3_F_qh_Set_3,1.659504431,0,0.090909091,2794.941446,114.9579559,4.33E-28,16
M_3_F_pt_Set_1,1.731555014,0,0.047619048,2730.030727,50.04723731,5.41E-14,35
M_3_F_pt_Set_2,1.722378181,0,0.047619048,2694.710597,14.7271067,2.54E-06,21
M_3_F_pt_Set_3,1.711642799,0,0.045454545,2796.938804,116.9553138,1.61E-28,20
M_3_F_ph_Set_1,1.704979856,0,0.047619048,2726.576316,46.59282607,3.08E-13,30
M_3_F_ph_Set_2,1.691006477,0,0.095238095,2722.721164,42.73767468,2.13E-12,24
M_3_F_ph_Set_3,1.697189916,0,0.045454545,2802.802027,122.8185374,8.71E-30,22
M_3_F_th_Set_1,1.737664748,0,0.047619048,2685.677401,5.693911298,0.000237029,20
M_3_F_th_Set_2,1.717044457,0,0.047619048,2694.030534,14.04704439,3.65E-06,19
M_3_F_th_Set_3,1.670916838,0,0.045454545,2819.303896,139.3204062,2.30E-33,26
M_3_F_lqp_Set_1,1.733625638,0,0.047619048,2701.860024,21.87653376,7.35E-08,26
M_3_F_lqp_Set_2,1.719152759,0,0.095238095,2685.208269,5.224779037,0.000304574,14
M_3_F_lqp_Set_3,1.713424882,0,0.045454545,2787.712993,107.7295035,1.69E-26,18
M_3_F_lqt_Set_1,1.730423825,0,0.047619048,2691.440824,11.45733435,1.36E-05,21
