Model,Mean_AUC_ratio,pval_pROC,Omission_rate_at_5%,AICc,delta_AICc,W_AICc,num_parameters
M_0.1_F_l_Set_1,1.761776545,0,0.095238095,2726.51441,46.53091996,7.79E-14,21
M_0.1_F_l_Set_2,1.674990474,0,0.142857143,2745.432207,65.44871725,6.08E-18,12
M_0.1_F_l_Set_3,1.712417741,0,0.090909091,2793.95222,113.9687299,1.77E-28,11
M_0.1_F_q_Set_1,1.788297757,0,0.095238095,2698.22107,18.23758035,1.09E-07,21
M_0.1_F_q_Set_2,1.772036714,0,0.142857143,2683.04196,3.058470521,0.000215362,13
M_0.1_F_q_Set_3,1.731317859,0,0.090909091,2795.93194,115.9484506,6.60E-29,11
M_0.1_F_p_Set_1,1.82050389,0,0.142857143,4076.165107,1396.181617,6.63E-307,109
M_0.1_F_p_Set_2,1.786987679,0,0.19047619,2827.719291,147.7358012,8.28E-36,54
M_0.1_F_p_Set_3,1.757373542,0,0.090909091,2860.167021,180.1835317,7.46E-43,45
M_0.1_F_t_Set_1,1.879128628,0,1,NA,NA,NA,258
M_0.1_F_t_Set_2,1.925183329,0,0.80952381,NA,NA,NA,206
M_0.1_F_t_Set_3,1.894901659,0,0.909090909,NA,NA,NA,190
M_0.1_F_h_Set_1,1.856929208,0,0.333333333,NA,NA,NA,231
M_0.1_F_h_Set_2,1.817285266,0,0.19047619,NA,NA,NA,179
M_0.1_F_h_Set_3,1.838594516,0,0.318181818,NA,NA,NA,162
M_0.1_F_lq_Set_1,1.819559992,0,0.047619048,2746.639555,66.6560652,3.35E-18,37
M_0.1_F_lq_Set_2,1.783324762,0,0.142857143,2720.429472,40.44598263,1.65E-12,24
M_0.1_F_lq_Set_3,1.771581689,0,0.136363636,2790.62663,110.6431403,9.43E-28,21
M_0.1_F_lp_Set_1,1.808479255,0,0.095238095,3975.956644,1295.973154,3.84E-285,108
M_0.1_F_lp_Set_2,1.766592156,0,0.19047619,2847.300211,167.3167209,4.66E-40,58
M_0.1_F_lp_Set_3,1.751934956,0,0.090909091,2864.718341,184.7348516,7.71E-44,47
M_0.1_F_lt_Set_1,1.881380927,0,1,NA,NA,NA,258
M_0.1_F_lt_Set_2,1.92600103,0,0.80952381,NA,NA,NA,206
M_0.1_F_lt_Set_3,1.894672799,0,0.909090909,NA,NA,NA,190
M_0.1_F_lh_Set_1,1.856678053,0,0.333333333,NA,NA,NA,231
M_0.1_F_lh_Set_2,1.815592113,0,0.19047619,NA,NA,NA,179
M_0.1_F_lh_Set_3,1.762417973,0,0.318181818,NA,NA,NA,163
M_0.1_F_qp_Set_1,1.823036385,0,0.095238095,3699.992365,1020.008875,3.24E-225,103
M_0.1_F_qp_Set_2,1.778562946,0,0.19047619,2770.105501,90.12201102,2.71E-23,50
M_0.1_F_qp_Set_3,1.753502096,0,0.136363636,2865.588687,185.6051971,5.00E-44,49
M_0.1_F_qt_Set_1,1.876713722,0,1,NA,NA,NA,258
M_0.1_F_qt_Set_2,1.924762167,0,0.80952381,NA,NA,NA,206
M_0.1_F_qt_Set_3,1.895122642,0,0.909090909,NA,NA,NA,190
M_0.1_F_qh_Set_1,1.84928893,0,0.333333333,NA,NA,NA,231
M_0.1_F_qh_Set_2,1.809268829,0,0.19047619,NA,NA,NA,171
M_0.1_F_qh_Set_3,1.839244749,0,0.318181818,NA,NA,NA,162
M_0.1_F_pt_Set_1,1.958250279,0,1,NA,NA,NA,254
M_0.1_F_pt_Set_2,1.910280535,0,0.857142857,NA,NA,NA,206
M_0.1_F_pt_Set_3,1.895754467,0,0.909090909,NA,NA,NA,190
M_0.1_F_ph_Set_1,1.858110407,0,0.333333333,NA,NA,NA,234
M_0.1_F_ph_Set_2,1.827109692,0,0.285714286,NA,NA,NA,159
M_0.1_F_ph_Set_3,1.830290154,0,0.318181818,NA,NA,NA,178
M_0.1_F_th_Set_1,1.95471544,0,1,NA,NA,NA,261
M_0.1_F_th_Set_2,1.920044427,0,0.857142857,NA,NA,NA,218
M_0.1_F_th_Set_3,1.815995418,0,0.909090909,NA,NA,NA,206
M_0.1_F_lqp_Set_1,1.794568771,0,0.047619048,4091.160926,1411.177436,3.71626449763527e-310,109
M_0.1_F_lqp_Set_2,1.814064931,0,0.142857143,2821.746702,141.7632124,1.66E-34,58
M_0.1_F_lqp_Set_3,1.771415919,0,0.181818182,2908.211598,228.2281082,2.79E-53,57
M_0.1_F_lqt_Set_1,1.878592302,0,1,NA,NA,NA,258
M_0.1_F_lqt_Set_2,1.924471596,0,0.80952381,NA,NA,NA,206
M_0.1_F_lqt_Set_3,1.89511154,0,0.909090909,NA,NA,NA,190
M_0.1_F_lqh_Set_1,1.850846449,0,0.333333333,NA,NA,NA,231
M_0.1_F_lqh_Set_2,1.804839187,0,0.19047619,NA,NA,NA,171
M_0.1_F_lqh_Set_3,1.741270667,0,0.318181818,NA,NA,NA,159
M_0.1_F_lpt_Set_1,1.95825723,0,1,NA,NA,NA,253
M_0.1_F_lpt_Set_2,1.911230469,0,0.857142857,NA,NA,NA,206
M_0.1_F_lpt_Set_3,1.911828398,0,0.909090909,NA,NA,NA,190
M_0.1_F_lph_Set_1,1.857975343,0,0.333333333,NA,NA,NA,234
M_0.1_F_lph_Set_2,1.830337159,0,0.285714286,NA,NA,NA,159
M_0.1_F_lph_Set_3,1.833992727,0,0.318181818,NA,NA,NA,168
M_0.1_F_lth_Set_1,1.955002483,0,1,NA,NA,NA,261
M_0.1_F_lth_Set_2,1.919472169,0,0.857142857,NA,NA,NA,218
M_0.1_F_lth_Set_3,1.816070445,0,0.909090909,NA,NA,NA,206
M_0.1_F_qpt_Set_1,1.957878848,0,1,NA,NA,NA,254
M_0.1_F_qpt_Set_2,1.926419412,0,0.80952381,NA,NA,NA,206
M_0.1_F_qpt_Set_3,1.894439165,0,0.909090909,NA,NA,NA,190
M_0.1_F_qph_Set_1,1.76173783,0,0.333333333,NA,NA,NA,232
M_0.1_F_qph_Set_2,1.802851248,0,0.285714286,NA,NA,NA,179
M_0.1_F_qph_Set_3,1.841164563,0,0.318181818,NA,NA,NA,177
M_0.1_F_qth_Set_1,1.954981306,0,1,NA,NA,NA,261
M_0.1_F_qth_Set_2,1.919942044,0,0.857142857,NA,NA,NA,218
M_0.1_F_qth_Set_3,1.822663626,0,0.909090909,NA,NA,NA,206
M_0.1_F_pth_Set_1,1.887501946,0,1,NA,NA,NA,257
M_0.1_F_pth_Set_2,1.921062556,0,0.857142857,NA,NA,NA,218
M_0.1_F_pth_Set_3,1.818979451,0,0.909090909,NA,NA,NA,206
M_0.1_F_lqpt_Set_1,1.957337441,0,1,NA,NA,NA,254
M_0.1_F_lqpt_Set_2,1.927870787,0,0.80952381,NA,NA,NA,206
M_0.1_F_lqpt_Set_3,1.912270291,0,0.909090909,NA,NA,NA,190
M_0.1_F_lqph_Set_1,1.760855712,0,0.333333333,NA,NA,NA,232
M_0.1_F_lqph_Set_2,1.803853992,0,0.285714286,NA,NA,NA,179
M_0.1_F_lqph_Set_3,1.822697962,0,0.318181818,NA,NA,NA,169
M_0.1_F_lqth_Set_1,1.954812216,0,1,NA,NA,NA,261
M_0.1_F_lqth_Set_2,1.918971664,0,0.857142857,NA,NA,NA,218
M_0.1_F_lqth_Set_3,1.820179916,0,0.909090909,NA,NA,NA,206
M_0.1_F_lpth_Set_1,1.883635592,0,1,NA,NA,NA,257
M_0.1_F_lpth_Set_2,1.92232273,0,0.857142857,NA,NA,NA,218
M_0.1_F_lpth_Set_3,1.908134759,0,0.909090909,NA,NA,NA,206
M_0.1_F_qpth_Set_1,1.884235491,0,1,NA,NA,NA,257
M_0.1_F_qpth_Set_2,1.918573059,0,0.857142857,NA,NA,NA,218
M_0.1_F_qpth_Set_3,1.809748083,0,0.909090909,NA,NA,NA,206
M_0.1_F_lqpth_Set_1,1.891738039,0,1,NA,NA,NA,257
M_0.1_F_lqpth_Set_2,1.920303089,0,0.857142857,NA,NA,NA,218
M_0.1_F_lqpth_Set_3,1.908812404,0,0.909090909,NA,NA,NA,206
M_0.2_F_l_Set_1,1.758280109,0,0.095238095,2726.647619,46.66412893,7.44E-14,21
M_0.2_F_l_Set_2,1.673141679,0,0.142857143,2745.489733,65.50624348,6.03E-18,12
M_0.2_F_l_Set_3,1.713387269,0,0.090909091,2793.991524,114.0080339,1.77E-28,11
M_0.2_F_q_Set_1,1.782315915,0,0.095238095,2698.257806,18.27431572,1.09E-07,21
M_0.2_F_q_Set_2,1.76409538,0,0.095238095,2680.577518,0.594028174,0.000753614,12
M_0.2_F_q_Set_3,1.721734408,0,0.090909091,2795.997712,116.0142219,6.52E-29,11
M_0.2_F_p_Set_1,1.765454993,0,0.142857143,3416.36265,736.3791598,1.27E-163,97
M_0.2_F_p_Set_2,1.759621198,0,0.19047619,2795.524806,115.5413159,8.28E-29,50
M_0.2_F_p_Set_3,1.720253437,0,0.136363636,2843.29723,163.3137398,3.51E-39,41
M_0.2_F_t_Set_1,1.934926282,0,0.952380952,NA,NA,NA,230
M_0.2_F_t_Set_2,1.883423273,0,0.761904762,NA,NA,NA,194
M_0.2_F_t_Set_3,1.87297348,0,0.818181818,NA,NA,NA,181
M_0.2_F_h_Set_1,1.833432552,0,0.238095238,NA,NA,NA,186
M_0.2_F_h_Set_2,1.781423382,0,0.19047619,NA,NA,NA,135
M_0.2_F_h_Set_3,1.79298382,0,0.318181818,NA,NA,NA,139
M_0.2_F_lq_Set_1,1.793059158,0,0.047619048,2737.674978,57.69148865,3.03E-16,36
M_0.2_F_lq_Set_2,1.781243262,0,0.142857143,2704.940965,24.95747491,3.88E-09,24
M_0.2_F_lq_Set_3,1.766249338,0,0.090909091,2789.662118,109.6786286,1.56E-27,20
M_0.2_F_lp_Set_1,1.780429986,0,0.142857143,3688.616396,1008.632907,9.72E-223,103
M_0.2_F_lp_Set_2,1.757473692,0,0.19047619,2810.691667,130.7081768,4.24E-32,51
M_0.2_F_lp_Set_3,1.72679206,0,0.136363636,2862.836148,182.8526587,2.02E-43,47
M_0.2_F_lt_Set_1,1.934046489,0,0.952380952,NA,NA,NA,230
M_0.2_F_lt_Set_2,1.883065093,0,0.761904762,NA,NA,NA,194
M_0.2_F_lt_Set_3,1.872013922,0,0.818181818,NA,NA,NA,181
M_0.2_F_lh_Set_1,1.832755432,0,0.238095238,NA,NA,NA,187
M_0.2_F_lh_Set_2,1.81201148,0,0.19047619,NA,NA,NA,133
M_0.2_F_lh_Set_3,1.788700752,0,0.318181818,NA,NA,NA,131
M_0.2_F_qp_Set_1,1.807393156,0,0.095238095,3724.224383,1044.240893,1.81E-230,103
M_0.2_F_qp_Set_2,1.7765895,0,0.19047619,2826.755308,146.7718179,1.38E-35,58
M_0.2_F_qp_Set_3,1.793381132,0,0.136363636,2862.490828,182.5073386,2.40E-43,48
M_0.2_F_qt_Set_1,1.935167052,0,0.952380952,NA,NA,NA,230
M_0.2_F_qt_Set_2,1.886690275,0,0.80952381,NA,NA,NA,194
M_0.2_F_qt_Set_3,1.872093538,0,0.818181818,NA,NA,NA,181
M_0.2_F_qh_Set_1,1.834218584,0,0.19047619,NA,NA,NA,188
M_0.2_F_qh_Set_2,1.796380168,0,0.238095238,NA,NA,NA,141
M_0.2_F_qh_Set_3,1.794669293,0,0.318181818,NA,NA,NA,138
M_0.2_F_pt_Set_1,1.933018097,0,1,NA,NA,NA,239
M_0.2_F_pt_Set_2,1.889017939,0,0.80952381,NA,NA,NA,194
M_0.2_F_pt_Set_3,1.872630458,0,0.818181818,NA,NA,NA,181
M_0.2_F_ph_Set_1,1.840833814,0,0.19047619,NA,NA,NA,189
M_0.2_F_ph_Set_2,1.82602761,0,0.19047619,NA,NA,NA,142
M_0.2_F_ph_Set_3,1.807689485,0,0.318181818,NA,NA,NA,148
M_0.2_F_th_Set_1,1.853086938,0,1,NA,NA,NA,242
M_0.2_F_th_Set_2,1.885857,0,0.761904762,NA,NA,NA,200
M_0.2_F_th_Set_3,1.864987075,0,0.818181818,NA,NA,NA,182
M_0.2_F_lqp_Set_1,1.804641664,0,0.095238095,3725.011543,1045.028053,1.22E-230,104
M_0.2_F_lqp_Set_2,1.805872018,0,0.19047619,2805.04148,125.0579899,7.19E-31,55
M_0.2_F_lqp_Set_3,1.777287341,0,0.136363636,2886.05645,206.0729603,1.84E-48,53
M_0.2_F_lqt_Set_1,1.934075733,0,0.952380952,NA,NA,NA,230
M_0.2_F_lqt_Set_2,1.886296534,0,0.80952381,NA,NA,NA,194
M_0.2_F_lqt_Set_3,1.872527321,0,0.818181818,NA,NA,NA,181
M_0.2_F_lqh_Set_1,1.834922758,0,0.19047619,NA,NA,NA,188
M_0.2_F_lqh_Set_2,1.786558741,0,0.238095238,NA,NA,NA,142
M_0.2_F_lqh_Set_3,1.825812255,0,0.318181818,19188.59572,16508.61223,0,127
M_0.2_F_lpt_Set_1,1.932635617,0,1,NA,NA,NA,239
M_0.2_F_lpt_Set_2,1.890288945,0,0.80952381,NA,NA,NA,194
M_0.2_F_lpt_Set_3,1.858452614,0,0.772727273,NA,NA,NA,181
M_0.2_F_lph_Set_1,1.835126453,0,0.095238095,NA,NA,NA,196
M_0.2_F_lph_Set_2,1.823963883,0,0.19047619,NA,NA,NA,140
M_0.2_F_lph_Set_3,1.782276159,0,0.272727273,NA,NA,NA,139
M_0.2_F_lth_Set_1,1.842716165,0,1,NA,NA,NA,242
M_0.2_F_lth_Set_2,1.886575785,0,0.761904762,NA,NA,NA,200
M_0.2_F_lth_Set_3,1.86479924,0,0.818181818,NA,NA,NA,182
M_0.2_F_qpt_Set_1,1.842215642,0,1,NA,NA,NA,230
M_0.2_F_qpt_Set_2,1.887056685,0,0.80952381,NA,NA,NA,194
M_0.2_F_qpt_Set_3,1.872407675,0,0.818181818,NA,NA,NA,181
M_0.2_F_qph_Set_1,1.833315765,0,0.095238095,NA,NA,NA,186
M_0.2_F_qph_Set_2,1.829848368,0,0.19047619,NA,NA,NA,136
M_0.2_F_qph_Set_3,1.787464651,0,0.318181818,NA,NA,NA,146
M_0.2_F_qth_Set_1,1.841809605,0,1,NA,NA,NA,242
M_0.2_F_qth_Set_2,1.886123985,0,0.761904762,NA,NA,NA,200
M_0.2_F_qth_Set_3,1.865511302,0,0.818181818,NA,NA,NA,182
M_0.2_F_pth_Set_1,1.9302929,0,1,NA,NA,NA,240
M_0.2_F_pth_Set_2,1.892149456,0,0.714285714,NA,NA,NA,200
M_0.2_F_pth_Set_3,1.864536077,0,0.818181818,NA,NA,NA,182
M_0.2_F_lqpt_Set_1,1.854572128,0,1,NA,NA,NA,233
M_0.2_F_lqpt_Set_2,1.807893858,0,0.714285714,NA,NA,NA,194
M_0.2_F_lqpt_Set_3,1.859352459,0,0.772727273,NA,NA,NA,181
M_0.2_F_lqph_Set_1,1.835552627,0,0.095238095,NA,NA,NA,186
M_0.2_F_lqph_Set_2,1.827874869,0,0.19047619,NA,NA,NA,130
M_0.2_F_lqph_Set_3,1.807799974,0,0.318181818,NA,NA,NA,141
M_0.2_F_lqth_Set_1,1.855151952,0,1,NA,NA,NA,242
M_0.2_F_lqth_Set_2,1.884555959,0,0.761904762,NA,NA,NA,200
M_0.2_F_lqth_Set_3,1.864336501,0,0.818181818,NA,NA,NA,182
M_0.2_F_lpth_Set_1,1.929622061,0,1,NA,NA,NA,240
M_0.2_F_lpth_Set_2,1.893974259,0,0.714285714,NA,NA,NA,200
M_0.2_F_lpth_Set_3,1.868837779,0,0.818181818,NA,NA,NA,182
M_0.2_F_qpth_Set_1,1.929766542,0,1,NA,NA,NA,242
M_0.2_F_qpth_Set_2,1.885869484,0,0.761904762,NA,NA,NA,200
M_0.2_F_qpth_Set_3,1.864590617,0,0.818181818,NA,NA,NA,182
M_0.2_F_lqpth_Set_1,1.92975367,0,1,NA,NA,NA,242
M_0.2_F_lqpth_Set_2,1.883211137,0,0.80952381,NA,NA,NA,200
M_0.2_F_lqpth_Set_3,1.869463851,0,0.818181818,NA,NA,NA,182
M_0.3_F_l_Set_1,1.757152316,0,0.095238095,2723.909165,43.92567476,2.99E-13,20
M_0.3_F_l_Set_2,1.673811896,0,0.142857143,2745.560708,65.57721811,5.95E-18,12
M_0.3_F_l_Set_3,1.709273954,0,0.090909091,2794.056882,114.073392,1.76E-28,11
M_0.3_F_q_Set_1,1.786507408,0,0.095238095,2695.514268,15.53077816,4.40E-07,20
M_0.3_F_q_Set_2,1.738455401,0,0.095238095,2680.506116,0.522626304,0.000798192,12
M_0.3_F_q_Set_3,1.729932717,0,0.090909091,2796.095085,116.1115951,6.35E-29,11
M_0.3_F_p_Set_1,1.765014179,0,0.142857143,3477.154966,797.1714759,8.18E-177,97
M_0.3_F_p_Set_2,1.755958669,0,0.19047619,2783.848502,103.8650127,2.90E-26,47
M_0.3_F_p_Set_3,1.715054378,0,0.136363636,2836.667743,156.6842535,9.86E-38,39
M_0.3_F_t_Set_1,1.90823974,0,0.952380952,NA,NA,NA,214
M_0.3_F_t_Set_2,1.860017948,0,0.666666667,NA,NA,NA,169
M_0.3_F_t_Set_3,1.833198917,0,0.590909091,NA,NA,NA,155
M_0.3_F_h_Set_1,1.844490096,0,0.047619048,NA,NA,NA,158
M_0.3_F_h_Set_2,1.761125734,0,0.142857143,4184.608132,1504.624642,0,111
M_0.3_F_h_Set_3,1.794854033,0,0.272727273,4027.568994,1347.585504,2.48E-296,108
M_0.3_F_lq_Set_1,1.788443472,0,0.047619048,2728.709619,48.72612917,2.74E-14,36
M_0.3_F_lq_Set_2,1.778276945,0,0.142857143,2694.375207,14.39171765,7.84E-07,21
M_0.3_F_lq_Set_3,1.753901238,0,0.090909091,2787.010646,107.0271566,6.01E-27,19
M_0.3_F_lp_Set_1,1.783674017,0,0.142857143,3339.921762,659.9382725,5.20E-147,93
M_0.3_F_lp_Set_2,1.762836901,0,0.19047619,2784.027037,104.0435468,2.68E-26,47
M_0.3_F_lp_Set_3,1.706266367,0,0.090909091,2875.193573,195.2100836,4.28E-46,49
M_0.3_F_lt_Set_1,1.910183914,0,0.952380952,NA,NA,NA,212
M_0.3_F_lt_Set_2,1.859558866,0,0.571428571,NA,NA,NA,169
M_0.3_F_lt_Set_3,1.84162849,0,0.545454545,NA,NA,NA,155
M_0.3_F_lh_Set_1,1.835454941,0,0.047619048,NA,NA,NA,166
M_0.3_F_lh_Set_2,1.750811889,0,0.19047619,4294.647948,1614.664459,0,112
M_0.3_F_lh_Set_3,1.769330811,0,0.272727273,3720.441855,1040.458366,1.23E-229,103
M_0.3_F_qp_Set_1,1.784206382,0,0.047619048,3253.435714,573.452224,3.15E-128,90
M_0.3_F_qp_Set_2,1.767885305,0,0.19047619,2778.43018,98.44669063,4.42E-25,50
M_0.3_F_qp_Set_3,1.74730675,0,0.136363636,2841.141586,161.1580965,1.07E-38,43
M_0.3_F_qt_Set_1,1.908429093,0,0.952380952,NA,NA,NA,214
M_0.3_F_qt_Set_2,1.863167174,0,0.666666667,NA,NA,NA,168
M_0.3_F_qt_Set_3,1.841337471,0,0.636363636,NA,NA,NA,155
M_0.3_F_qh_Set_1,1.84039379,0,0.047619048,NA,NA,NA,154
M_0.3_F_qh_Set_2,1.79834101,0,0.19047619,4088.633937,1408.650447,0.00E+00,110
M_0.3_F_qh_Set_3,1.803930545,0,0.272727273,4294.321235,1614.337745,0,111
M_0.3_F_pt_Set_1,1.925245877,0,1,NA,NA,NA,215
M_0.3_F_pt_Set_2,1.860430107,0,0.666666667,NA,NA,NA,169
M_0.3_F_pt_Set_3,1.752100803,0,0.727272727,NA,NA,NA,154
M_0.3_F_ph_Set_1,1.845928532,0,0.095238095,NA,NA,NA,158
M_0.3_F_ph_Set_2,1.771943789,0,0.19047619,4710.460911,2030.477421,0,115
M_0.3_F_ph_Set_3,1.666594252,0,0.272727273,6608.04953,3928.06604,0,121
M_0.3_F_th_Set_1,1.918835363,0,0.952380952,NA,NA,NA,222
M_0.3_F_th_Set_2,1.863713939,0,0.619047619,NA,NA,NA,172
M_0.3_F_th_Set_3,1.748241322,0,0.727272727,NA,NA,NA,162
M_0.3_F_lqp_Set_1,1.803328389,0,0.095238095,3514.172887,834.1893975,7.65E-185,99
M_0.3_F_lqp_Set_2,1.764896276,0,0.19047619,2815.223165,135.2396749,4.56E-33,55
M_0.3_F_lqp_Set_3,1.723464808,0,0.136363636,2865.600205,185.6167153,5.25E-44,49
M_0.3_F_lqt_Set_1,1.909103616,0,0.952380952,NA,NA,NA,217
M_0.3_F_lqt_Set_2,1.863043087,0,0.666666667,NA,NA,NA,168
M_0.3_F_lqt_Set_3,1.843048097,0,0.636363636,NA,NA,NA,155
M_0.3_F_lqh_Set_1,1.832771793,0,0.047619048,NA,NA,NA,156
M_0.3_F_lqh_Set_2,1.752009196,0,0.19047619,5117.146141,2437.162651,0,117
M_0.3_F_lqh_Set_3,1.799494746,0,0.272727273,3889.084684,1209.101195,2.98E-266,106
M_0.3_F_lpt_Set_1,1.925354011,0,1,NA,NA,NA,215
M_0.3_F_lpt_Set_2,1.76982105,0,0.666666667,NA,NA,NA,169
